produto,quantidade,preco,estado,data_venda,codigo_venda
Teclado,três,1000,PE,2025-04-18 22:56:23.529906,VND105967
Notebook,4,mil,RJ,2025-01-15 22:56:23.529909,VND105968
Notebook,três,nan,SC,2024-12-28 22:56:23.529912,VND105969
Notebook,2,2500,MG,2025-01-02 22:56:23.529914,VND105970
,5,2000,PR,2024-12-01 22:56:23.529917,VND105971
Tablet,-1,1000,RJ,2024-10-28 22:56:23.529920,VND105972
Headset,5,2500,BA,2025-03-21 22:56:23.529923,VND105973
Notebook,3,3000,DF,2024-12-25 22:56:23.529929,VND105974
Headset,5,1500,CE,2024-07-20 22:56:23.529931,VND105975
Tablet,,nan,SC,2024-10-27 22:56:23.529933,VND105976
,três,2500,BA,2024-09-18 22:56:23.529934,VND105977
Teclado,5,3000,RJ,2024-11-28 22:56:23.529936,VND105978
,-1,1000,DF,2024-11-25 22:56:23.529938,VND105979
Headset,1,1000,CE,2024-07-15 22:56:23.529939,VND105980
,,3000,BA,2024-07-09 22:56:23.529941,VND105981
,,nan,CE,2024-10-17 22:56:23.529942,VND105982
Teclado,5,3000,RJ,2025-04-02 22:56:23.529944,VND105983
Tablet,4,1500,PR,2024-07-26 22:56:23.529945,VND105984
Tablet,3,1000,,2024-10-02 22:56:23.529947,VND105985
Monitor,2,3000,,2025-06-01 22:56:23.529949,VND105986
,2,2000,RS,2024-09-10 22:56:23.529950,VND105987
Tablet,1,2000,PE,2024-12-09 22:56:23.529952,VND105988
Tablet,2,3000,,2024-12-12 22:56:23.529953,VND105989
Celular,2,1500,PE,2024-11-25 22:56:23.529955,VND105990
Notebook,3,1000,BA,2025-05-04 22:56:23.529956,VND105991
Monitor,três,2000,BA,2025-02-03 22:56:23.529958,VND105992
,3,3000,PE,2024-07-08 22:56:23.529960,VND105993
Monitor,4,mil,MG,2025-06-16 22:56:23.529961,VND105994
Monitor,-1,3000,PR,2025-05-21 22:56:23.529963,VND105995
,1,2500,PE,2024-07-13 22:56:23.529964,VND105996
Celular,2,3000,PE,2025-05-28 22:56:23.529966,VND105997
,4,1500,,2024-07-13 22:56:23.529967,VND105998
Teclado,1,2000,DF,2024-07-09 22:56:23.529969,VND105999
Tablet,,2500,BA,2025-06-05 22:56:23.529971,VND106000
Notebook,2,2000,CE,2024-09-08 22:56:23.529972,VND106001
Headset,2,2000,DF,2025-04-30 22:56:23.529974,VND106002
,3,1500,BA,2024-09-26 22:56:23.529975,VND106003
,5,3000,PE,2024-12-01 22:56:23.529977,VND106004
Teclado,1,1500,SC,2024-07-13 22:56:23.529979,VND106005
,2,3000,RS,2024-08-12 22:56:23.529980,VND106006
,três,2500,BA,2025-06-15 22:56:23.529982,VND106007
Tablet,1,1500,RS,2024-10-06 22:56:23.529983,VND106008
Celular,-1,1500,,2025-05-11 22:56:23.529985,VND106009
,três,mil,SP,2025-01-11 22:56:23.529987,VND106010
,4,nan,PR,2024-08-14 22:56:23.529988,VND106011
Tablet,três,1000,PE,2025-02-24 22:56:23.529990,VND106012
Tablet,4,1500,CE,2025-04-11 22:56:23.529991,VND106013
Celular,5,nan,MG,2025-06-21 22:56:23.529993,VND106014
Monitor,2,1000,CE,2025-05-07 22:56:23.529994,VND106015
,três,mil,DF,2025-02-11 22:56:23.529996,VND106016
,-1,3000,RS,2024-09-25 22:56:23.529997,VND106017
Monitor,3,3000,DF,2025-04-29 22:56:23.529999,VND106018
Notebook,2,3000,SC,2025-02-13 22:56:23.530000,VND106019
Notebook,1,nan,SP,2024-07-13 22:56:23.530002,VND106020
Monitor,,nan,CE,2025-06-01 22:56:23.530003,VND106021
Teclado,4,1000,CE,2025-01-22 22:56:23.530005,VND106022
Headset,1,3000,SC,2025-03-06 22:56:23.530007,VND106023
Tablet,5,2000,PE,2025-06-07 22:56:23.530008,VND106024
Headset,4,1500,BA,2025-01-01 22:56:23.530010,VND106025
Tablet,3,nan,RS,2024-09-26 22:56:23.530011,VND106026
Monitor,4,nan,RS,2025-06-22 22:56:23.530013,VND106027
Notebook,,nan,PR,2024-09-22 22:56:23.530014,VND106028
Teclado,três,1000,PR,2024-11-22 22:56:23.530016,VND106029
Notebook,-1,3000,PR,2025-03-08 22:56:23.530017,VND106030
Headset,três,2000,RS,2024-11-07 22:56:23.530019,VND106031
Notebook,2,1500,BA,2024-07-09 22:56:23.530020,VND106032
Monitor,,1500,PE,2024-08-15 22:56:23.530022,VND106033
Teclado,-1,3000,SP,2024-12-26 22:56:23.530024,VND106034
Headset,,2000,SP,2025-01-03 22:56:23.530025,VND106035
Teclado,2,1000,SC,2025-01-21 22:56:23.530027,VND106036
,4,nan,RJ,2024-08-11 22:56:23.530028,VND106037
Tablet,5,nan,MG,2024-10-18 22:56:23.530030,VND106038
Notebook,2,mil,BA,2025-05-09 22:56:23.530031,VND106039
Teclado,2,3000,RJ,2024-09-07 22:56:23.530033,VND106040
Celular,-1,1500,DF,2024-09-22 22:56:23.530035,VND106041
,3,nan,PR,2025-02-06 22:56:23.530036,VND106042
Notebook,três,mil,DF,2025-03-23 22:56:23.530038,VND106043
Tablet,4,1500,SP,2025-01-17 22:56:23.530039,VND106044
Teclado,2,1500,MG,2025-06-07 22:56:23.530041,VND106045
Headset,5,3000,RJ,2024-12-06 22:56:23.530042,VND106046
Tablet,1,2500,CE,2024-09-16 22:56:23.530044,VND106047
Celular,4,mil,PE,2025-05-28 22:56:23.530046,VND106048
Teclado,3,2500,MG,2025-04-16 22:56:23.530047,VND106049
,,2500,RS,2025-05-29 22:56:23.530049,VND106050
,2,mil,MG,2024-09-29 22:56:23.530050,VND106051
Monitor,5,2000,,2025-05-14 22:56:23.530052,VND106052
Notebook,4,3000,,2024-07-17 22:56:23.530054,VND106053
Headset,5,mil,,2024-07-06 22:56:23.530055,VND106054
Monitor,5,1500,SC,2025-05-31 22:56:23.530057,VND106055
Teclado,três,mil,RS,2025-04-28 22:56:23.530058,VND106056
,-1,nan,,2025-05-09 22:56:23.530060,VND106057
,,mil,RJ,2024-07-22 22:56:23.530062,VND106058
,3,2000,DF,2025-01-15 22:56:23.530068,VND106059
Teclado,três,2500,PE,2025-02-05 22:56:23.530070,VND106060
,4,1000,SC,2024-10-19 22:56:23.530072,VND106061
Tablet,2,2000,MG,2025-05-24 22:56:23.530073,VND106062
,3,2000,SP,2024-11-24 22:56:23.530075,VND106063
Teclado,2,3000,RS,2024-10-29 22:56:23.530076,VND106064
Headset,1,nan,,2024-08-11 22:56:23.530078,VND106065
,5,2000,RJ,2025-01-23 22:56:23.530079,VND106066
Monitor,1,mil,RJ,2024-11-12 22:56:23.530081,VND106067
Headset,-1,nan,CE,2025-06-07 22:56:23.530083,VND106068
,5,3000,,2025-02-08 22:56:23.530084,VND106069
Celular,,mil,DF,2025-04-02 22:56:23.530086,VND106070
,3,1000,PR,2024-08-16 22:56:23.530087,VND106071
Celular,2,1500,SC,2024-11-05 22:56:23.530089,VND106072
Notebook,três,1500,SP,2025-01-14 22:56:23.530091,VND106073
Notebook,-1,2500,DF,2025-05-12 22:56:23.530092,VND106074
,,2500,RJ,2024-09-14 22:56:23.530094,VND106075
Celular,2,1000,,2024-10-06 22:56:23.530095,VND106076
Teclado,3,1500,PR,2024-09-23 22:56:23.530097,VND106077
Headset,4,2500,MG,2025-06-21 22:56:23.530098,VND106078
Celular,-1,nan,RJ,2024-07-07 22:56:23.530100,VND106079
Notebook,1,2000,SC,2024-10-08 22:56:23.530102,VND106080
Celular,1,3000,PE,2025-03-24 22:56:23.530103,VND106081
Teclado,três,mil,PE,2024-10-16 22:56:23.530105,VND106082
Celular,2,2500,,2025-02-17 22:56:23.530106,VND106083
Headset,2,1000,RJ,2025-01-11 22:56:23.530108,VND106084
Monitor,2,mil,SC,2024-12-12 22:56:23.530109,VND106085
Teclado,-1,1500,RS,2025-06-19 22:56:23.530111,VND106086
Notebook,3,1000,PR,2025-01-11 22:56:23.530112,VND106087
Headset,4,3000,BA,2024-12-08 22:56:23.530114,VND106088
Celular,1,3000,RJ,2024-07-08 22:56:23.530115,VND106089
Celular,,1000,DF,2024-08-01 22:56:23.530117,VND106090
Monitor,5,2500,MG,2025-04-10 22:56:23.530119,VND106091
Notebook,-1,2500,CE,2025-02-17 22:56:23.530120,VND106092
Notebook,-1,1500,DF,2025-05-07 22:56:23.530122,VND106093
Tablet,3,nan,PE,2024-12-26 22:56:23.530124,VND106094
Notebook,1,1500,CE,2025-04-27 22:56:23.530125,VND106095
Monitor,três,2000,RS,2025-03-30 22:56:23.530127,VND106096
,4,nan,RS,2025-04-01 22:56:23.530128,VND106097
Tablet,3,mil,PR,2025-02-27 22:56:23.530130,VND106098
Tablet,,2000,PR,2025-01-14 22:56:23.530132,VND106099
Celular,1,1500,SP,2024-06-30 22:56:23.530133,VND106100
Celular,3,nan,RS,2024-12-26 22:56:23.530135,VND106101
Notebook,1,nan,PE,2024-07-17 22:56:23.530136,VND106102
Tablet,1,2000,PR,2025-01-19 22:56:23.530138,VND106103
,três,1000,,2025-02-18 22:56:23.530139,VND106104
Celular,-1,2500,RJ,2024-07-09 22:56:23.530141,VND106105
Monitor,4,nan,PE,2025-03-06 22:56:23.530143,VND106106
,-1,mil,RJ,2025-05-31 22:56:23.530144,VND106107
Celular,5,mil,DF,2025-06-04 22:56:23.530146,VND106108
Teclado,4,nan,SP,2024-10-11 22:56:23.530147,VND106109
Teclado,1,2000,,2025-04-23 22:56:23.530149,VND106110
Celular,3,nan,,2025-06-12 22:56:23.530150,VND106111
Tablet,,2000,,2024-11-27 22:56:23.530152,VND106112
,três,1000,MG,2024-10-10 22:56:23.530154,VND106113
,4,mil,MG,2024-08-02 22:56:23.530155,VND106114
Tablet,5,nan,SC,2024-10-08 22:56:23.530157,VND106115
Headset,1,3000,MG,2024-12-08 22:56:23.530158,VND106116
,,1500,PR,2024-07-11 22:56:23.530160,VND106117
Teclado,4,mil,PE,2024-09-03 22:56:23.530162,VND106118
Monitor,-1,1000,MG,2025-05-11 22:56:23.530164,VND106119
Tablet,-1,3000,CE,2025-01-03 22:56:23.530166,VND106120
Notebook,4,mil,SP,2025-05-12 22:56:23.530169,VND106121
Teclado,4,1000,MG,2025-03-20 22:56:23.530171,VND106122
Monitor,4,2500,MG,2024-10-14 22:56:23.530174,VND106123
Monitor,,1000,PR,2025-01-21 22:56:23.530176,VND106124
Tablet,-1,1000,,2024-08-31 22:56:23.530179,VND106125
Monitor,3,2500,,2025-05-05 22:56:23.530182,VND106126
Tablet,5,nan,RS,2024-12-21 22:56:23.530184,VND106127
,5,1500,BA,2025-02-11 22:56:23.530186,VND106128
Celular,três,3000,RJ,2024-07-14 22:56:23.530189,VND106129
Teclado,1,mil,PR,2024-10-22 22:56:23.530192,VND106130
Headset,2,2000,MG,2024-11-27 22:56:23.530194,VND106131
Celular,3,1500,PR,2024-06-28 22:56:23.530197,VND106132
Teclado,-1,mil,DF,2024-09-24 22:56:23.530199,VND106133
Tablet,1,1000,PR,2024-12-06 22:56:23.530202,VND106134
Teclado,três,2000,,2025-03-02 22:56:23.530205,VND106135
,1,2500,RJ,2025-05-05 22:56:23.530207,VND106136
Tablet,4,1500,PR,2024-06-27 22:56:23.530209,VND106137
Celular,2,nan,SC,2025-03-09 22:56:23.530211,VND106138
Notebook,-1,3000,DF,2024-10-20 22:56:23.530212,VND106139
Notebook,2,1500,BA,2025-05-03 22:56:23.530214,VND106140
,3,1500,,2025-03-27 22:56:23.530215,VND106141
,2,nan,RS,2024-08-02 22:56:23.530217,VND106142
Teclado,1,2000,PE,2024-07-25 22:56:23.530219,VND106143
Notebook,2,2500,RS,2024-07-07 22:56:23.530220,VND106144
Tablet,2,nan,MG,2025-01-25 22:56:23.530222,VND106145
Monitor,5,mil,RJ,2025-06-03 22:56:23.530224,VND106146
Tablet,-1,2500,SC,2025-05-08 22:56:23.530225,VND106147
Monitor,-1,nan,SC,2024-11-30 22:56:23.530227,VND106148
Celular,1,1500,PR,2025-06-03 22:56:23.530228,VND106149
Headset,,2500,PE,2024-06-27 22:56:23.530230,VND106150
Monitor,2,2000,BA,2025-03-20 22:56:23.530232,VND106151
Notebook,2,2000,PE,2024-10-30 22:56:23.530233,VND106152
Tablet,4,3000,SP,2024-11-07 22:56:23.530235,VND106153
Celular,-1,2500,SC,2024-10-17 22:56:23.530237,VND106154
Notebook,2,3000,SC,2024-07-13 22:56:23.530239,VND106155
Celular,-1,mil,MG,2025-05-10 22:56:23.530242,VND106156
Headset,2,nan,CE,2024-08-01 22:56:23.530245,VND106157
,5,1000,RS,2024-11-01 22:56:23.530248,VND106158
Tablet,1,mil,SP,2024-07-18 22:56:23.530251,VND106159
Teclado,-1,2000,PR,2025-02-28 22:56:23.530254,VND106160
Tablet,3,1500,DF,2025-04-12 22:56:23.530256,VND106161
,1,2000,MG,2024-09-18 22:56:23.530259,VND106162
Headset,4,1000,DF,2024-09-07 22:56:23.530262,VND106163
Tablet,1,1500,DF,2024-10-04 22:56:23.530264,VND106164
,2,2500,,2025-02-18 22:56:23.530266,VND106165
Teclado,4,2500,BA,2024-12-10 22:56:23.530267,VND106166
Monitor,1,mil,SC,2024-10-09 22:56:23.530269,VND106167
Celular,três,2000,PE,2024-08-19 22:56:23.530271,VND106168
Teclado,4,1500,BA,2025-03-11 22:56:23.530272,VND106169
Notebook,três,nan,CE,2024-12-13 22:56:23.530274,VND106170
Headset,3,1500,PE,2025-05-25 22:56:23.530275,VND106171
Monitor,1,3000,DF,2024-10-20 22:56:23.530277,VND106172
Notebook,-1,1000,DF,2024-11-01 22:56:23.530279,VND106173
Notebook,-1,mil,SC,2025-02-10 22:56:23.530280,VND106174
Headset,,2500,PR,2024-10-09 22:56:23.530282,VND106175
Monitor,2,2000,PE,2025-04-28 22:56:23.530283,VND106176
,três,1500,RJ,2025-04-23 22:56:23.530285,VND106177
Notebook,4,2500,RS,2024-11-14 22:56:23.530287,VND106178
Notebook,,2000,PR,2024-08-03 22:56:23.530288,VND106179
Monitor,,2500,PE,2024-10-28 22:56:23.530290,VND106180
Tablet,5,2000,RS,2025-03-05 22:56:23.530291,VND106181
Notebook,três,2500,MG,2024-10-01 22:56:23.530293,VND106182
Celular,4,nan,SC,2024-07-06 22:56:23.530294,VND106183
Monitor,,3000,RS,2025-05-22 22:56:23.530296,VND106184
Notebook,5,1000,PE,2025-05-14 22:56:23.530298,VND106185
Headset,,2500,CE,2025-05-30 22:56:23.530299,VND106186
Teclado,2,1000,CE,2025-01-30 22:56:23.530301,VND106187
Celular,3,2500,SC,2025-04-12 22:56:23.530302,VND106188
,três,mil,BA,2025-06-20 22:56:23.530304,VND106189
,5,1500,BA,2024-07-18 22:56:23.530305,VND106190
Teclado,3,3000,CE,2024-12-16 22:56:23.530307,VND106191
,4,mil,BA,2024-06-26 22:56:23.530309,VND106192
Teclado,2,nan,PE,2025-04-22 22:56:23.530310,VND106193
Notebook,5,3000,CE,2024-10-03 22:56:23.530312,VND106194
Celular,4,1000,RS,2025-06-06 22:56:23.530313,VND106195
Celular,,1500,SC,2024-12-29 22:56:23.530315,VND106196
Tablet,-1,2000,MG,2025-02-06 22:56:23.530316,VND106197
Teclado,1,mil,RS,2024-11-27 22:56:23.530318,VND106198
Celular,4,3000,RS,2024-07-10 22:56:23.530320,VND106199
Tablet,3,nan,RJ,2025-06-18 22:56:23.530321,VND106200
Monitor,2,mil,DF,2025-03-23 22:56:23.530323,VND106201
Tablet,2,1500,SC,2024-11-20 22:56:23.530324,VND106202
Headset,4,1500,CE,2024-12-30 22:56:23.530326,VND106203
,,1000,,2024-07-04 22:56:23.530328,VND106204
Notebook,1,nan,PR,2025-05-10 22:56:23.530329,VND106205
Monitor,três,1500,PE,2024-10-23 22:56:23.530331,VND106206
,3,1500,RJ,2024-08-23 22:56:23.530332,VND106207
,4,2000,,2025-03-22 22:56:23.530334,VND106208
Monitor,4,1000,CE,2024-08-13 22:56:23.530335,VND106209
Headset,-1,1000,MG,2024-12-16 22:56:23.530337,VND106210
Tablet,2,nan,DF,2025-02-25 22:56:23.530339,VND106211
Notebook,3,1500,RS,2024-07-22 22:56:23.530340,VND106212
Tablet,1,2000,PR,2024-10-09 22:56:23.530342,VND106213
Celular,2,2500,BA,2024-10-29 22:56:23.530343,VND106214
Tablet,4,3000,PR,2025-01-17 22:56:23.530345,VND106215
,2,mil,PE,2025-02-09 22:56:23.530347,VND106216
Monitor,2,1000,DF,2024-09-09 22:56:23.530348,VND106217
Notebook,5,2000,DF,2024-11-18 22:56:23.530350,VND106218
Tablet,2,nan,BA,2024-07-21 22:56:23.530352,VND106219
Notebook,,2000,RS,2025-06-21 22:56:23.530355,VND106220
Notebook,2,1500,,2024-11-10 22:56:23.530358,VND106221
Celular,três,3000,MG,2024-08-23 22:56:23.530360,VND106222
Celular,,1000,RS,2025-05-04 22:56:23.530363,VND106223
Monitor,3,2500,PE,2024-10-05 22:56:23.530366,VND106224
Headset,2,1500,MG,2024-09-05 22:56:23.530368,VND106225
,1,1000,RS,2025-02-23 22:56:23.530371,VND106226
,,mil,DF,2024-07-01 22:56:23.530374,VND106227
Notebook,,nan,SP,2024-10-06 22:56:23.530376,VND106228
Headset,4,1000,RJ,2024-08-06 22:56:23.530379,VND106229
,3,2000,MG,2025-02-03 22:56:23.530382,VND106230
,2,mil,SP,2024-11-26 22:56:23.530385,VND106231
,-1,3000,,2024-09-05 22:56:23.530388,VND106232
Monitor,1,2500,,2024-09-21 22:56:23.530391,VND106233
,4,3000,CE,2024-11-25 22:56:23.530393,VND106234
,3,2000,CE,2025-06-02 22:56:23.530396,VND106235
,três,2500,RS,2024-12-10 22:56:23.530399,VND106236
Notebook,,2500,BA,2024-07-20 22:56:23.530401,VND106237
Notebook,1,1500,RS,2025-05-31 22:56:23.530404,VND106238
Teclado,três,2500,BA,2024-07-20 22:56:23.530407,VND106239
Headset,2,1000,RS,2025-05-17 22:56:23.530409,VND106240
Tablet,-1,3000,PR,2024-12-26 22:56:23.530412,VND106241
,5,nan,,2025-05-23 22:56:23.530415,VND106242
Celular,5,nan,PE,2025-02-04 22:56:23.530418,VND106243
,3,3000,RJ,2024-10-14 22:56:23.530419,VND106244
Tablet,-1,1500,BA,2025-06-23 22:56:23.530421,VND106245
Headset,1,2500,PE,2024-10-17 22:56:23.530423,VND106246
Celular,4,2000,PR,2024-07-01 22:56:23.530424,VND106247
Tablet,1,mil,CE,2025-01-10 22:56:23.530426,VND106248
Teclado,-1,mil,RS,2025-05-02 22:56:23.530427,VND106249
Celular,três,1000,SC,2024-07-29 22:56:23.530429,VND106250
Notebook,,1500,,2025-06-12 22:56:23.530431,VND106251
Tablet,5,mil,PE,2024-12-10 22:56:23.530432,VND106252
,3,2500,,2024-09-07 22:56:23.530434,VND106253
Celular,2,nan,RS,2024-12-05 22:56:23.530435,VND106254
Teclado,1,2000,CE,2024-09-07 22:56:23.530437,VND106255
,5,2500,BA,2024-07-07 22:56:23.530466,VND106256
,4,1500,PE,2025-01-12 22:56:23.530470,VND106257
Celular,3,2000,MG,2025-02-22 22:56:23.530472,VND106258
Celular,2,mil,RS,2025-04-26 22:56:23.530476,VND106259
Teclado,1,2000,PE,2025-01-11 22:56:23.530479,VND106260
,4,2000,DF,2025-02-23 22:56:23.530481,VND106261
Tablet,2,2000,PR,2024-10-15 22:56:23.530484,VND106262
Monitor,,mil,SP,2024-12-02 22:56:23.530487,VND106263
Tablet,5,2500,BA,2025-06-23 22:56:23.530489,VND106264
,,2000,RJ,2024-08-04 22:56:23.530492,VND106265
Headset,5,2500,RJ,2024-12-21 22:56:23.530494,VND106266
,4,2000,PR,2024-08-07 22:56:23.530497,VND106267
Teclado,três,2000,MG,2025-06-04 22:56:23.530499,VND106268
Tablet,,1500,MG,2025-04-16 22:56:23.530502,VND106269
Celular,5,2500,SC,2024-09-11 22:56:23.530504,VND106270
Teclado,3,nan,SC,2024-12-12 22:56:23.530507,VND106271
Notebook,4,2500,SP,2024-10-19 22:56:23.530510,VND106272
,5,3000,SP,2025-04-29 22:56:23.530512,VND106273
,1,mil,,2025-03-30 22:56:23.530515,VND106274
Tablet,5,nan,SC,2025-05-17 22:56:23.530518,VND106275
Teclado,,1500,PR,2024-07-22 22:56:23.530520,VND106276
,3,2500,CE,2025-01-24 22:56:23.530591,VND106277
Tablet,2,1500,BA,2024-12-30 22:56:23.530596,VND106278
Teclado,três,nan,DF,2024-12-22 22:56:23.530598,VND106279
Celular,2,1500,SC,2024-12-21 22:56:23.530599,VND106280
Notebook,5,1500,MG,2024-12-22 22:56:23.530601,VND106281
Notebook,2,1000,,2024-12-17 22:56:23.530603,VND106282
Headset,5,2500,BA,2024-11-28 22:56:23.530604,VND106283
Teclado,3,1500,CE,2024-07-31 22:56:23.530606,VND106284
Tablet,2,1000,SP,2025-06-19 22:56:23.530607,VND106285
Notebook,,1000,RS,2024-11-26 22:56:23.530628,VND106286
,,2000,,2024-11-27 22:56:23.530634,VND106287
Notebook,1,2000,PR,2024-07-25 22:56:23.530637,VND106288
Monitor,5,mil,MG,2025-02-05 22:56:23.530640,VND106289
Monitor,2,nan,RJ,2025-02-20 22:56:23.530642,VND106290
Notebook,,2500,,2025-02-07 22:56:23.530645,VND106291
Teclado,-1,2000,RJ,2025-06-18 22:56:23.530647,VND106292
Headset,3,nan,SP,2024-09-20 22:56:23.530650,VND106293
Notebook,três,2500,RS,2024-09-08 22:56:23.530653,VND106294
Celular,3,nan,MG,2024-10-15 22:56:23.530655,VND106295
,-1,mil,,2024-12-23 22:56:23.530658,VND106296
Tablet,-1,mil,PR,2025-02-23 22:56:23.530661,VND106297
Headset,1,1000,SP,2025-06-23 22:56:23.530663,VND106298
Celular,3,1000,CE,2024-09-12 22:56:23.530665,VND106299
Headset,3,2500,RJ,2024-09-17 22:56:23.530667,VND106300
Celular,2,nan,PE,2024-09-21 22:56:23.530669,VND106301
Tablet,5,nan,DF,2024-11-12 22:56:23.530671,VND106302
Tablet,4,2000,BA,2025-01-13 22:56:23.530795,VND106303
Monitor,três,2000,SC,2024-10-13 22:56:23.530800,VND106304
Teclado,3,2500,CE,2025-03-08 22:56:23.530803,VND106305
Celular,três,3000,PR,2025-05-16 22:56:23.530806,VND106306
,três,2000,PE,2025-04-13 22:56:23.530808,VND106307
Monitor,três,1500,PR,2025-04-24 22:56:23.530811,VND106308
Celular,3,2000,RJ,2025-02-17 22:56:23.530813,VND106309
Monitor,4,3000,CE,2024-10-27 22:56:23.530816,VND106310
Tablet,3,nan,SP,2025-03-20 22:56:23.530819,VND106311
Headset,2,1000,RJ,2025-03-15 22:56:23.530822,VND106312
,2,1000,MG,2024-08-28 22:56:23.530824,VND106313
Monitor,4,nan,MG,2024-12-18 22:56:23.530826,VND106314
Celular,,1000,DF,2025-04-12 22:56:23.530828,VND106315
Celular,3,2000,BA,2024-07-04 22:56:23.530829,VND106316
,,mil,RS,2025-04-02 22:56:23.530831,VND106317
Teclado,três,1000,SC,2025-06-14 22:56:23.530833,VND106318
,3,mil,SP,2025-06-17 22:56:23.530834,VND106319
Tablet,5,3000,PE,2025-04-02 22:56:23.530836,VND106320
Celular,3,mil,SC,2025-01-07 22:56:23.530837,VND106321
Notebook,2,3000,DF,2024-09-23 22:56:23.530839,VND106322
Headset,1,2000,CE,2024-12-10 22:56:23.530841,VND106323
Monitor,-1,nan,RS,2025-04-17 22:56:23.530842,VND106324
Teclado,1,1500,PR,2024-08-25 22:56:23.530844,VND106325
,1,2000,,2025-05-20 22:56:23.530845,VND106326
,1,1000,BA,2025-06-14 22:56:23.530847,VND106327
Headset,-1,2000,SC,2024-09-29 22:56:23.530848,VND106328
Tablet,,3000,SC,2024-12-23 22:56:23.530850,VND106329
Teclado,-1,2000,BA,2024-09-02 22:56:23.530852,VND106330
,,2000,SC,2024-06-26 22:56:23.530853,VND106331
Monitor,-1,1500,PE,2024-07-01 22:56:23.530855,VND106332
Monitor,-1,3000,,2025-04-27 22:56:23.530857,VND106333
,3,2500,RS,2024-07-20 22:56:23.530858,VND106334
Notebook,,2500,RJ,2025-01-22 22:56:23.530860,VND106335
,3,3000,CE,2025-02-01 22:56:23.530862,VND106336
Tablet,5,2500,,2025-02-21 22:56:23.530864,VND106337
Teclado,3,1000,BA,2025-03-15 22:56:23.530866,VND106338
Teclado,1,2500,BA,2024-10-12 22:56:23.530867,VND106339
Celular,4,1000,,2025-04-22 22:56:23.530869,VND106340
Notebook,4,3000,PR,2025-05-01 22:56:23.530870,VND106341
Notebook,2,2500,DF,2024-10-03 22:56:23.530872,VND106342
Teclado,2,2500,DF,2024-12-30 22:56:23.530873,VND106343
Teclado,três,nan,SC,2025-01-11 22:56:23.530875,VND106344
Headset,3,mil,BA,2025-04-01 22:56:23.530877,VND106345
,-1,1000,SC,2025-04-02 22:56:23.530878,VND106346
Headset,-1,1000,MG,2025-03-19 22:56:23.530880,VND106347
Headset,4,2000,PR,2025-03-28 22:56:23.530881,VND106348
Notebook,1,1500,SC,2024-10-29 22:56:23.530883,VND106349
Celular,,2500,MG,2024-11-18 22:56:23.530885,VND106350
Monitor,1,nan,SP,2024-09-11 22:56:23.530888,VND106351
Headset,três,1500,DF,2025-04-07 22:56:23.530890,VND106352
Celular,1,mil,RS,2024-10-22 22:56:23.530893,VND106353
,3,mil,DF,2024-06-28 22:56:23.530896,VND106354
Tablet,3,nan,RJ,2024-07-28 22:56:23.530898,VND106355
Headset,5,1500,PR,2025-01-16 22:56:23.530901,VND106356
,três,2500,PR,2025-03-18 22:56:23.530903,VND106357
Monitor,1,mil,BA,2025-06-13 22:56:23.530906,VND106358
Tablet,-1,nan,SC,2024-07-23 22:56:23.530913,VND106359
Tablet,-1,1000,SP,2024-11-12 22:56:23.530915,VND106360
Monitor,três,2000,RJ,2024-11-05 22:56:23.530917,VND106361
Headset,1,nan,SC,2025-02-18 22:56:23.530919,VND106362
Notebook,3,3000,RJ,2024-11-22 22:56:23.530920,VND106363
Monitor,3,mil,,2025-06-10 22:56:23.530922,VND106364
Monitor,5,mil,BA,2025-03-06 22:56:23.530923,VND106365
Monitor,5,2500,BA,2025-05-11 22:56:23.530925,VND106366
Tablet,2,2500,DF,2024-07-23 22:56:23.530926,VND106367
,três,3000,CE,2024-12-19 22:56:23.530928,VND106368
Celular,4,mil,DF,2024-08-30 22:56:23.530930,VND106369
,1,1500,PR,2025-05-21 22:56:23.530931,VND106370
Notebook,três,2000,PR,2024-07-26 22:56:23.530933,VND106371
Headset,-1,1500,,2025-06-14 22:56:23.530934,VND106372
Headset,1,3000,SP,2024-11-11 22:56:23.530936,VND106373
,5,3000,,2025-05-08 22:56:23.530937,VND106374
Celular,5,2000,RS,2025-02-24 22:56:23.530939,VND106375
Monitor,2,3000,MG,2025-02-15 22:56:23.530941,VND106376
,4,3000,MG,2024-08-07 22:56:23.530952,VND106377
Notebook,2,mil,SC,2024-12-31 22:56:23.530954,VND106378
Headset,-1,nan,BA,2025-03-29 22:56:23.530956,VND106379
,4,mil,PE,2025-03-20 22:56:23.530957,VND106380
Teclado,,2000,BA,2024-10-18 22:56:23.530959,VND106381
,1,2500,PE,2025-04-21 22:56:23.530960,VND106382
,2,1500,BA,2025-03-05 22:56:23.530962,VND106383
,5,2500,MG,2024-11-19 22:56:23.530964,VND106384
Headset,2,2500,RS,2024-09-05 22:56:23.530967,VND106385
Monitor,,nan,RS,2025-05-05 22:56:23.530969,VND106386
Teclado,2,1500,DF,2025-04-27 22:56:23.530972,VND106387
Celular,1,2500,DF,2024-10-13 22:56:23.530974,VND106388
Notebook,,2000,SP,2025-03-01 22:56:23.530977,VND106389
Celular,três,1500,PE,2024-07-30 22:56:23.530979,VND106390
Celular,três,1000,PE,2025-06-09 22:56:23.530982,VND106391
,três,nan,PE,2025-05-09 22:56:23.530984,VND106392
